Ref_Date,GEO,FORCE,NORTH,Vector,Coordinate,Value
1998/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14198.9
1998/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14200.0
1999/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14273.3
1999/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14263.3
1999/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14278.7
1999/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14316.6
1999/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14352.7
1999/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14373.0
1999/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14430.9
1999/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14451.8
1999/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14474.6
1999/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14514.7
1999/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14549.4
1999/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14611.3
2000/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14652.7
2000/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14672.2
2000/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14697.5
2000/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14722.7
2000/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14736.4
2000/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14746.8
2000/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14750.4
2000/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14770.3
2000/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14812.2
2000/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14835.3
2000/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14871.4
2000/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14920.0
2001/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14894.4
2001/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14883.9
2001/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14888.7
2001/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14922.3
2001/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14946.2
2001/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14922.5
2001/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14946.3
2001/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14948.5
2001/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14972.8
2001/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14976.9
2001/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14990.3
2001/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,14965.6
2002/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15023.8
2002/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15042.8
2002/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15110.5
2002/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15171.9
2002/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15225.4
2002/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15287.9
2002/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15333.7
2002/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15414.6
2002/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15422.8
2002/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15425.6
2002/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15464.8
2002/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15507.0
2003/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15540.8
2003/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15600.1
2003/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15598.9
2003/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15597.6
2003/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15581.1
2003/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15629.1
2003/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15651.0
2003/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15653.4
2003/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15684.5
2003/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15735.8
2003/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15777.0
2003/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15807.1
2004/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15811.1
2004/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15830.7
2004/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15842.5
2004/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15885.2
2004/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15913.9
2004/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15926.3
2004/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15934.2
2004/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15925.9
2004/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15974.6
2004/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,15990.0
2004/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16008.5
2004/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16018.1
2005/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16015.1
2005/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16051.1
2005/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16047.2
2005/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16075.2
2005/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16074.4
2005/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16104.6
2005/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16138.0
2005/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16173.4
2005/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16160.0
2005/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16207.4
2005/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16240.0
2005/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16233.6
2006/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16220.8
2006/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16259.8
2006/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16310.2
2006/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16339.8
2006/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16416.6
2006/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16420.5
2006/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16422.6
2006/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16428.3
2006/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16453.1
2006/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16475.6
2006/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16503.2
2006/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16567.5
2007/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16621.5
2007/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16642.6
2007/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16690.7
2007/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16675.7
2007/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16698.8
2007/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16756.1
2007/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16798.8
2007/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16806.5
2007/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16851.5
2007/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16907.1
2007/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16923.5
2007/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16926.9
2008/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16952.8
2008/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16998.2
2008/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16982.8
2008/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17002.4
2008/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17007.4
2008/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17000.7
2008/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16991.9
2008/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17010.7
2008/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17072.0
2008/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17100.6
2008/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16979.2
2008/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16948.2
2009/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16823.4
2009/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16770.8
2009/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16752.5
2009/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16709.5
2009/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16683.5
2009/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16674.1
2009/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16674.6
2009/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16682.9
2009/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16710.7
2009/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16718.4
2009/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16799.0
2009/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16783.7
2010/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16828.3
2010/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16845.5
2010/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16857.9
2010/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16934.6
2010/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16949.5
2010/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17019.7
2010/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17010.9
2010/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17025.2
2010/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,16989.8
2010/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17025.2
2010/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17056.4
2010/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17091.6
2011/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17143.7
2011/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17140.4
2011/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17163.3
2011/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17199.6
2011/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17182.4
2011/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17229.9
2011/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17249.7
2011/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17276.1
2011/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17284.4
2011/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17264.5
2011/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17259.0
2011/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17292.4
2012/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17265.6
2012/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17263.3
2012/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17357.3
2012/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17450.3
2012/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17429.1
2012/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17452.6
2012/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17428.9
2012/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17476.7
2012/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17511.6
2012/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17531.2
2012/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17560.4
2012/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17604.5
2013/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17624.2
2013/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17642.3
2013/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17609.1
2013/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17637.5
2013/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17690.9
2013/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17691.6
2013/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17681.9
2013/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17716.5
2013/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17725.7
2013/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17735.3
2013/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17743.0
2013/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17730.2
2014/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17759.3
2014/02,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17756.0
2014/03,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17776.5
2014/04,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17755.8
2014/05,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17761.5
2014/06,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17771.3
2014/07,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17792.6
2014/08,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17772.7
2014/09,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17816.9
2014/10,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17879.1
2014/11,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17862.8
2014/12,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17851.5
2015/01,Canada,Employment,"Total, all industries (x 1,000)",v13682073,1.2.1,17886.9
1987/01,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3551.2
1987/02,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3557.0
1987/03,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3581.5
1987/04,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3593.3
1987/05,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3630.7
1987/06,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3644.1
1987/07,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3652.0
1987/08,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3649.7
1987/09,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3657.4
1987/10,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3676.7
1987/11,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3687.7
1987/12,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3708.3
1988/01,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3702.0
1988/02,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3727.8
1988/03,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3720.0
1988/04,Canada,Employment,"Goods-producing sector (x 1,000)",v13682074,1.2.2,3728.1
