Ref_Date,GEOGRAPHY,JOBTENURE,INDUSTRY,SEX,Value
2014/08,Canada,"Total employed, all months (x 1,000)","Information, culture and recreation",Both sexes,815.4
2014/09,Canada,"Total employed, all months (x 1,000)","Information, culture and recreation",Both sexes,732.2
2014/10,Canada,"Total employed, all months (x 1,000)","Information, culture and recreation",Both sexes,731.4
2014/11,Canada,"Total employed, all months (x 1,000)","Information, culture and recreation",Both sexes,730.4
2014/12,Canada,"Total employed, all months (x 1,000)","Information, culture and recreation",Both sexes,726.8
2015/01,Canada,"Total employed, all months (x 1,000)","Information, culture and recreation",Both sexes,724.3
2010/01,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1056.0
2010/02,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1063.9
2010/03,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1062.5
2010/04,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1074.7
2010/05,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1105.8
2010/06,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1133.4
2010/07,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1176.9
2010/08,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1162.2
2010/09,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1101.9
2010/10,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1080.7
2010/11,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1077.1
2010/12,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1076.0
2011/01,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1059.2
2011/02,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1077.0
2011/03,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1106.7
2011/04,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1105.3
2011/05,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1162.3
2011/06,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1172.0
2011/07,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1218.5
2011/08,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1205.6
2011/09,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1169.5
2011/10,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1146.6
2011/11,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1129.9
2011/12,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1141.2
2012/01,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1120.4
2012/02,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1123.4
2012/03,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1132.3
2012/04,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1163.5
2012/05,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1210.1
2012/06,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1221.5
2012/07,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1245.1
2012/08,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1225.1
2012/09,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1172.0
2012/10,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1142.6
2012/11,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1147.1
2012/12,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1138.6
2013/01,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1131.8
2013/02,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1146.3
2013/03,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1143.9
2013/04,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1138.8
2013/05,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1181.3
2013/06,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1189.5
2013/07,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1218.0
2013/08,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1231.9
2013/09,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1159.2
2013/10,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1163.2
2013/11,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1159.7
2013/12,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1172.2
2014/01,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1153.1
2014/02,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1181.5
2014/03,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1178.6
2014/04,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1173.9
2014/05,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1213.5
2014/06,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1235.7
2014/07,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1266.6
2014/08,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1255.3
2014/09,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1208.6
2014/10,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1218.9
2014/11,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1207.3
2014/12,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1197.5
2015/01,Canada,"Total employed, all months (x 1,000)",Accommodation and food services,Both sexes,1178.8
2010/01,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,760.3
2010/02,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,767.7
2010/03,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,749.5
2010/04,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,769.5
2010/05,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,769.2
2010/06,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,768.6
2010/07,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,793.8
2010/08,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,784.2
2010/09,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,765.2
2010/10,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,774.8
2010/11,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,780.1
2010/12,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,774.1
2011/01,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,763.1
2011/02,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,752.1
2011/03,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,757.1
2011/04,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,763.1
2011/05,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,758.3
2011/06,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,774.1
2011/07,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,792.6
2011/08,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,783.5
2011/09,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,768.5
2011/10,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,763.8
2011/11,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,775.7
2011/12,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,782.5
2012/01,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,784.6
2012/02,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,801.4
2012/03,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,798.5
2012/04,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,806.8
2012/05,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,813.2
2012/06,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,813.5
2012/07,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,821.8
2012/08,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,825.5
2012/09,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,792.7
2012/10,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,795.9
2012/11,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,802.0
2012/12,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,803.0
2013/01,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,791.6
2013/02,Canada,"Total employed, all months (x 1,000)",Other services,Both sexes,786.8
